avg_salary,Rating,Size,Industry,Sector,Revenue,Type of ownership,job_state,hourly,python_yn,R_yn,spark,aws,excel,company_age,job_title_group,job_seniority,sql_yn,tableau_yn
120.0,2.7,51 to 200 employees,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),Government,WI,0,1,0,0,0,0,69.0,data_scientist,mid,1,1
62.0,4.4,201 to 500 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Company - Public,MA,0,0,0,0,0,0,7.0,data_scientist,mid,0,0
150.5,4.0,5001 to 10000 employees,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),Company - Public,CA,0,1,0,1,0,0,38.0,data_scientist,senior,1,0
87.5,4.3,201 to 500 employees,Advertising & Marketing,Business Services,Unknown,Company - Private,MI,0,0,0,0,0,1,53.0,leadership,mid,1,1
71.5,4.2,51 to 200 employees,Advertising & Marketing,Business Services,$25 to $50 million (USD),Company - Public,FL,0,1,0,1,1,1,14.0,data_engineer,mid,0,0
51.5,3.6,51 to 200 employees,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),Subsidiary or Business Segment,CA,0,0,0,0,0,1,14.0,data_analyst,mid,0,0
151.5,3.7,10000+ employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Company - Public,CA,0,0,0,0,0,1,239.0,data_scientist,senior,0,0
77.5,2.8,201 to 500 employees,IT Services,Information Technology,Unknown,Company - Private,NJ,0,1,0,0,0,1,6.0,data_analyst,senior,1,1
140.0,3.7,10000+ employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Company - Public,MA,0,0,0,0,0,1,239.0,data_scientist,principal,0,0
98.5,3.3,1001 to 5000 employees,Insurance Carriers,Insurance,$10 to $25 million (USD),Company - Private,NJ,0,0,0,0,0,1,38.0,data_scientist,senior,1,0
225.0,3.75,51 to 200 employees,IT Services,Information Technology,$5 to $10 million (USD),Company - Private,CA,0,1,0,0,1,1,3.0,data_scientist,principal,0,1
27.5,3.6,1001 to 5000 employees,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Nonprofit Organization,DE,1,0,0,0,0,0,85.0,data_scientist,mid,0,0
161.5,3.7,10000+ employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Company - Public,MA,0,0,0,0,0,0,239.0,data_scientist,senior,0,0
147.0,3.4,1001 to 5000 employees,Insurance Carriers,Insurance,$1 to $2 billion (USD),Company - Public,NY,0,1,0,1,1,0,72.0,data_scientist,senior,1,0
61.0,4.1,501 to 1000 employees,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),Company - Private,MO,0,0,0,0,0,1,59.0,data_analyst,mid,1,0
120.0,2.6,501 to 1000 employees,Colleges & Universities,Education,Unknown,College / University,PA,0,1,0,0,0,0,36.0,machine_learning,mid,0,0
124.5,3.2,1001 to 5000 employees,Lending,Finance,$500 million to $1 billion (USD),Company - Public,AZ,0,1,0,0,0,1,12.0,other,mid,1,0
148.0,3.9,51 to 200 employees,Financial Analytics & Research,Finance,$50 to $100 million (USD),Company - Private,CA,0,1,0,0,0,0,11.0,data_scientist,senior,0,0
59.0,4.7,51 to 200 employees,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),Company - Private,AL,0,1,0,0,0,1,24.0,data_analyst,mid,0,0
146.5,3.7,5001 to 10000 employees,Insurance Carriers,Insurance,$5 to $10 billion (USD),Company - Public,MA,0,1,0,0,0,1,168.0,data_scientist,lead,1,0
91.5,2.9,201 to 500 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,Company - Public,MA,0,0,0,0,0,1,25.0,data_scientist,mid,0,0
133.0,3.0,501 to 1000 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,Company - Private,IL,0,1,0,0,1,0,5.0,machine_learning,senior,1,0
140.5,4.7,51 to 200 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),Company - Private,UT,0,1,0,0,1,0,7.0,data_scientist,principal,0,0
70.5,3.7,501 to 1000 employees,Computer Hardware & Software,Information Technology,Unknown,Company - Private,LA,0,0,0,0,0,1,25.0,data_engineer,mid,1,0
84.5,3.3,10000+ employees,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Hospital,NY,0,0,0,0,0,0,6.0,data_scientist,principal,0,0
93.5,4.0,51 to 200 employees,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),Company - Private,MD,0,0,0,0,0,1,18.0,data_engineer,mid,0,0
134.5,4.4,201 to 500 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Company - Public,MA,0,0,0,0,0,0,7.0,data_scientist,senior,0,0
181.0,3.9,201 to 500 employees,Internet,Information Technology,$10 to $25 million (USD),Company - Private,CA,0,1,0,1,0,0,13.0,machine_learning,mid,1,0
84.5,3.3,10000+ employees,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Hospital,NY,0,0,0,0,0,0,6.0,data_scientist,principal,0,0
205.0,4.1,51 to 200 employees,Internet,Information Technology,$50 to $100 million (USD),Company - Private,CA,0,1,0,1,1,0,10.0,data_engineer,lead,1,0
48.5,3.6,1001 to 5000 employees,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),Company - Private,CA,0,0,0,0,0,1,34.0,data_analyst,mid,1,1
21.5,4.0,1001 to 5000 employees,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),Hospital,TX,1,0,0,0,1,0,43.0,data_scientist,mid,0,0
52.5,2.4,501 to 1000 employees,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),Company - Private,IL,0,0,0,0,0,0,25.0,data_scientist,mid,0,0
124.0,2.6,501 to 1000 employees,Colleges & Universities,Education,Unknown,College / University,PA,0,0,0,0,0,0,36.0,machine_learning,senior,0,0
64.0,3.5,501 to 1000 employees,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Nonprofit Organization,CA,0,0,0,0,0,0,24.0,leadership,mid,1,1
98.0,3.0,10000+ employees,Gas Stations,Retail,$10+ billion (USD),Company - Private,TN,0,1,0,0,0,0,62.0,data_engineer,senior,1,0
27.5,3.6,1001 to 5000 employees,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Nonprofit Organization,DE,1,0,0,0,0,0,85.0,data_scientist,mid,0,0
54.0,3.3,501 to 1000 employees,Food & Beverage Manufacturing,Manufacturing,Unknown,Company - Private,WI,0,0,0,0,0,0,56.0,data_scientist,mid,0,0
81.0,2.7,201 to 500 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),Company - Private,MD,0,0,0,0,0,1,59.0,data_scientist,mid,0,0
107.5,3.4,1001 to 5000 employees,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),Company - Public,IL,0,0,0,0,0,0,15.0,data_engineer,senior,1,0
89.0,3.7,10000+ employees,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Company - Public,VA,0,1,0,1,0,1,25.0,data_scientist,mid,1,1
100.5,4.8,1001 to 5000 employees,Insurance Carriers,Insurance,$1 to $2 billion (USD),Company - Private,WI,0,0,0,0,0,0,95.0,data_scientist,senior,0,0
65.0,3.8,1001 to 5000 employees,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),Company - Private,NY,0,0,0,0,0,1,18.0,data_analyst,mid,1,1
20.0,3.4,10000+ employees,Federal Agencies,Government,Unknown,Government,LA,1,0,0,0,0,0,90.0,data_scientist,mid,0,0
72.5,4.3,201 to 500 employees,Consulting,Business Services,Unknown,Subsidiary or Business Segment,TX,0,1,0,1,1,1,21.0,data_scientist,mid,1,1
87.5,3.4,51 to 200 employees,Advertising & Marketing,Business Services,$10 to $25 million (USD),Company - Private,IL,0,0,0,0,0,0,28.0,data_scientist,mid,1,0
92.5,3.1,1001 to 5000 employees,Video Games,Media,$10+ billion (USD),Company - Public,CA,0,1,1,0,0,1,23.0,data_analyst,mid,1,1
81.5,3.2,5001 to 10000 employees,Federal Agencies,Government,$1 to $2 billion (USD),Nonprofit Organization,VA,0,1,0,1,0,0,62.0,data_scientist,entry,0,0
79.0,4.3,1001 to 5000 employees,Trucking,Transportation & Logistics,Unknown,Company - Private,OH,0,0,0,0,0,0,39.0,data_analyst,mid,1,0
47.5,2.8,501 to 1000 employees,Social Assistance,Non-Profit,$50 to $100 million (USD),Nonprofit Organization,CA,0,0,0,0,0,1,25.0,data_analyst,mid,0,0
69.0,3.4,51 to 200 employees,Enterprise Software & Network Solutions,Information Technology,Unknown,Company - Private,CA,0,1,0,0,0,1,7.0,data_analyst,mid,1,1
49.0,4.0,201 to 500 employees,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),Company - Private,ID,0,1,1,0,0,1,36.0,data_analyst,mid,1,1
59.0,3.7,201 to 500 employees,Enterprise Software & Network Solutions,Information Technology,Unknown,Company - Private,NJ,0,0,0,0,0,1,24.0,data_analyst,mid,0,0
88.5,3.5,201 to 500 employees,IT Services,Information Technology,$25 to $50 million (USD),Company - Private,IN,0,0,0,0,1,0,1.0,data_scientist,mid,0,0
114.5,4.7,201 to 500 employees,Consulting,Business Services,$50 to $100 million (USD),Company - Private,NY,0,1,0,0,0,1,28.0,other,mid,1,1
88.0,4.4,1001 to 5000 employees,Internet,Information Technology,$100 to $500 million (USD),Company - Public,TN,0,1,0,1,1,1,14.0,data_engineer,mid,1,0
100.0,4.1,501 to 1000 employees,Internet,Information Technology,$100 to $500 million (USD),Company - Private,IL,0,1,0,1,1,0,19.0,data_engineer,mid,1,0
96.5,2.5,1001 to 5000 employees,Advertising & Marketing,Business Services,$1 to $2 billion (USD),Company - Public,OR,0,1,0,1,0,0,21.0,data_scientist,mid,1,0
76.0,4.2,201 to 500 employees,Consulting,Business Services,Unknown,Company - Private,MN,0,1,0,0,0,1,28.0,data_analyst,mid,1,0
15.5,3.9,1001 to 5000 employees,Research & Development,Business Services,$100 to $500 million (USD),Company - Private,NY,0,0,0,0,0,1,54.0,data_scientist,mid,0,0
83.5,4.3,1 to 50 employees,Advertising & Marketing,Business Services,Unknown,Company - Private,TX,0,1,0,0,0,1,10.0,data_scientist,mid,1,0
163.0,3.9,10000+ employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Subsidiary or Business Segment,CA,0,0,0,0,0,1,44.0,data_scientist,mid,1,0
100.0,3.4,501 to 1000 employees,Insurance Carriers,Insurance,Unknown,Nonprofit Organization,RI,0,0,0,0,1,0,81.0,data_analyst,lead,1,0
52.5,3.8,1001 to 5000 employees,Social Assistance,Non-Profit,Unknown,Nonprofit Organization,NE,0,0,0,0,0,1,103.0,research_scientist,mid,0,0
50.0,3.3,501 to 1000 employees,Health Care Services & Hospitals,Health Care,Unknown,Nonprofit Organization,DC,0,0,0,0,0,1,137.0,data_analyst,entry,1,1
93.0,3.4,201 to 500 employees,Consulting,Business Services,$50 to $100 million (USD),Company - Private,TX,0,1,0,0,1,0,14.0,data_engineer,mid,1,1
94.5,3.0,1001 to 5000 employees,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),Company - Private,OH,0,1,0,0,0,0,133.0,data_scientist,mid,1,0
102.0,3.7,1001 to 5000 employees,Insurance Carriers,Insurance,$5 to $10 billion (USD),Company - Public,NC,0,1,0,1,1,1,16.0,data_scientist,mid,1,1
155.0,3.2,1 to 50 employees,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Company - Private,PA,0,1,0,1,1,1,25.0,data_scientist,senior,0,0
108.0,3.9,51 to 200 employees,Insurance Carriers,Insurance,$10 to $25 million (USD),Company - Private,CA,0,1,0,1,0,0,20.0,data_scientist,mid,1,0
63.5,4.2,501 to 1000 employees,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),Company - Private,ID,0,0,0,0,0,1,16.0,data_analyst,mid,1,0
109.0,4.0,1 to 50 employees,IT Services,Information Technology,Less than $1 million (USD),Company - Private,CA,0,1,0,0,0,0,25.0,data_scientist,mid,1,1
96.0,3.5,5001 to 10000 employees,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),Company - Public,TN,0,1,0,0,0,0,170.0,data_scientist,mid,0,0
101.0,3.2,1001 to 5000 employees,Lending,Finance,$500 million to $1 billion (USD),Company - Public,CA,0,1,0,0,1,1,12.0,data_engineer,mid,1,1
77.5,3.9,1001 to 5000 employees,Industrial Manufacturing,Manufacturing,$1 to $2 billion (USD),Company - Private,IA,0,0,0,0,0,1,72.0,data_engineer,mid,1,0
90.0,3.5,10000+ employees,IT Services,Information Technology,Unknown,Company - Public,CA,0,1,0,0,0,1,23.0,data_scientist,mid,1,1
58.0,4.3,501 to 1000 employees,Banks & Credit Unions,Finance,$5 to $10 billion (USD),Company - Public,NJ,0,0,0,0,1,0,118.0,data_analyst,mid,1,0
128.0,3.6,1001 to 5000 employees,Auctions & Galleries,Retail,$500 million to $1 billion (USD),Company - Public,NY,0,1,0,0,0,0,276.0,data_scientist,mid,0,0
101.0,2.3,201 to 500 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Company - Public,DC,0,1,0,0,0,1,17.0,data_scientist,mid,1,1
142.0,4.0,501 to 1000 employees,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Company - Private,VA,0,1,0,0,1,0,8.0,data_scientist,senior,1,0
169.0,4.1,1 to 50 employees,K-12 Education,Education,Unknown,Company - Private,CA,0,0,0,0,1,1,13.0,data_scientist,senior,1,1
52.5,4.2,51 to 200 employees,Consulting,Business Services,$10 to $25 million (USD),Company - Private,CA,0,1,0,0,0,0,33.0,other,mid,1,0
75.5,4.6,501 to 1000 employees,IT Services,Information Technology,$50 to $100 million (USD),Company - Private,TX,0,0,0,1,0,0,38.0,data_engineer,mid,1,1
139.0,3.7,10000+ employees,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),Company - Public,NY,0,1,0,0,0,1,157.0,data_scientist,senior,1,0
102.5,3.7,10000+ employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Company - Public,MA,0,1,0,1,1,1,239.0,data_engineer,mid,1,1
60.5,4.4,201 to 500 employees,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),Company - Private,SC,0,0,0,0,0,0,91.0,data_scientist,mid,0,0
125.0,3.9,10000+ employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Subsidiary or Business Segment,CA,0,0,0,0,0,1,44.0,data_scientist,entry,0,0
81.0,3.6,5001 to 10000 employees,Insurance Carriers,Insurance,$10+ billion (USD),Company - Private,MA,0,1,0,0,0,0,169.0,data_analyst,senior,1,1
77.0,3.4,10000+ employees,IT Services,Information Technology,$10+ billion (USD),Subsidiary or Business Segment,DC,0,0,0,0,0,1,24.0,data_analyst,mid,1,1
92.0,4.1,5001 to 10000 employees,Research & Development,Business Services,$1 to $2 billion (USD),Company - Public,VA,0,0,0,0,0,0,52.0,data_engineer,mid,1,0
121.0,3.8,10000+ employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Company - Public,MA,0,0,0,0,0,0,24.0,data_scientist,senior,0,0
162.5,4.0,5001 to 10000 employees,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),Company - Public,CA,0,1,0,1,0,1,38.0,data_engineer,principal,1,0
60.0,3.9,1001 to 5000 employees,Research & Development,Business Services,$500 million to $1 billion (USD),Nonprofit Organization,TX,0,0,0,0,0,0,73.0,research_scientist,mid,0,0
87.5,3.75,201 to 500 employees,Unknown,Unknown,Unknown,Nonprofit Organization,CA,0,1,0,0,0,1,25.0,other,lead,1,1
90.5,4.4,1 to 50 employees,Enterprise Software & Network Solutions,Information Technology,Unknown,Company - Private,IN,0,1,0,1,0,0,5.0,data_engineer,mid,0,0
110.0,2.2,501 to 1000 employees,Advertising & Marketing,Business Services,$50 to $100 million (USD),Subsidiary or Business Segment,TX,0,0,0,0,0,0,27.0,data_scientist,senior,0,1
70.5,4.1,5001 to 10000 employees,Research & Development,Business Services,$1 to $2 billion (USD),Company - Public,VA,0,0,0,0,0,0,52.0,data_analyst,mid,0,0
76.5,3.8,1001 to 5000 employees,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),Government,WA,0,1,0,0,0,0,55.0,data_scientist,mid,0,0
92.0,3.6,5001 to 10000 employees,Insurance Carriers,Insurance,$10+ billion (USD),Company - Private,MA,0,1,0,1,0,1,169.0,data_engineer,mid,0,0
82.0,3.5,1001 to 5000 employees,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Company - Private,VA,0,1,0,0,0,0,51.0,data_engineer,mid,1,0
164.5,3.3,201 to 500 employees,Advertising & Marketing,Business Services,Unknown,Company - Private,CA,0,0,0,0,0,0,12.0,data_scientist,mid,0,0
44.0,3.4,201 to 500 employees,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),Company - Public,FL,0,0,0,0,0,0,29.0,data_analyst,mid,0,0
109.0,4.4,1 to 50 employees,Enterprise Software & Network Solutions,Information Technology,Unknown,Company - Private,VA,0,1,0,1,0,0,5.0,data_engineer,mid,0,0
149.5,3.8,501 to 1000 employees,Computer Hardware & Software,Information Technology,Unknown,Company - Private,TX,0,0,0,1,1,0,10.0,data_engineer,mid,0,0
65.5,3.5,1001 to 5000 employees,Research & Development,Business Services,Unknown,Company - Private,DC,0,0,0,1,1,1,13.0,data_engineer,entry,1,0
124.5,3.5,1001 to 5000 employees,Insurance Carriers,Insurance,Unknown,Company - Public,NC,0,1,0,1,0,1,3.0,data_scientist,senior,0,0
114.0,2.9,51 to 200 employees,Advertising & Marketing,Business Services,Unknown,Company - Private,CA,0,1,0,1,0,0,22.0,data_engineer,mid,1,1
49.0,3.9,501 to 1000 employees,Banks & Credit Unions,Finance,Unknown,Nonprofit Organization,PA,0,1,0,0,0,0,83.0,data_analyst,mid,1,1
71.0,3.7,501 to 1000 employees,IT Services,Information Technology,$100 to $500 million (USD),Company - Private,VA,0,0,0,0,0,1,31.0,data_analyst,mid,1,1
101.0,3.6,5001 to 10000 employees,Insurance Carriers,Insurance,$10+ billion (USD),Company - Private,MA,0,0,0,0,0,0,169.0,leadership,director,0,0
61.0,3.7,10000+ employees,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),Company - Public,IL,0,1,0,1,0,0,92.0,data_analyst,mid,1,0
103.5,3.1,5001 to 10000 employees,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Company - Private,KY,0,0,0,0,0,0,145.0,data_scientist,mid,0,0
63.0,3.6,5001 to 10000 employees,Insurance Carriers,Insurance,$10+ billion (USD),Company - Private,MA,0,0,0,0,0,1,169.0,leadership,mid,0,0
62.5,3.0,10000+ employees,IT Services,Information Technology,$10+ billion (USD),Company - Public,CT,0,0,0,0,0,1,39.0,other,mid,0,0
94.5,3.5,501 to 1000 employees,Health Care Services & Hospitals,Health Care,Unknown,Company - Private,CA,0,1,0,1,1,1,7.0,data_engineer,mid,1,0
154.5,3.5,1001 to 5000 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),Company - Private,MA,0,1,0,0,0,1,10.0,data_scientist,senior,0,0
87.0,3.7,501 to 1000 employees,Stock Exchanges,Finance,$500 million to $1 billion (USD),Company - Public,KS,0,1,0,0,0,1,47.0,machine_learning,mid,1,0
64.5,3.2,501 to 1000 employees,Research & Development,Business Services,Unknown,Company - Private,NY,0,1,0,0,1,1,17.0,data_engineer,mid,1,0
111.5,2.1,201 to 500 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),Company - Public,CA,0,0,0,0,0,1,25.0,data_scientist,mid,0,0
154.5,3.7,10000+ employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Company - Public,MA,0,0,0,1,1,1,239.0,leadership,director,1,0
128.5,4.4,201 to 500 employees,Consulting,Business Services,$50 to $100 million (USD),Company - Private,IL,0,1,0,0,1,1,12.0,data_scientist,senior,1,1
31.5,3.7,501 to 1000 employees,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Hospital,CO,1,0,0,0,0,0,54.0,data_scientist,mid,0,0
137.0,3.9,10000+ employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Company - Public,NY,0,1,0,0,0,0,107.0,data_scientist,senior,0,0
99.0,4.0,501 to 1000 employees,Insurance Carriers,Insurance,$500 million to $1 billion (USD),Nonprofit Organization,CO,0,1,0,0,1,0,105.0,data_engineer,mid,1,0
139.5,4.4,1001 to 5000 employees,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Company - Private,MA,0,1,0,0,0,0,36.0,data_scientist,senior,1,1
109.0,3.4,201 to 500 employees,IT Services,Information Technology,$25 to $50 million (USD),Company - Private,MD,0,0,0,0,1,0,21.0,data_engineer,mid,0,0
254.0,3.3,10000+ employees,Insurance Carriers,Insurance,$10+ billion (USD),Company - Private,IL,0,1,0,0,0,0,108.0,leadership,director,0,0
73.0,2.9,201 to 500 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,Subsidiary or Business Segment,CA,0,0,0,0,0,0,8.0,data_scientist,mid,0,0
99.5,3.1,5001 to 10000 employees,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Company - Private,NC,0,0,0,0,0,1,145.0,data_scientist,mid,0,0
45.5,3.3,501 to 1000 employees,Insurance Carriers,Insurance,$500 million to $1 billion (USD),Company - Private,OH,0,0,0,0,0,0,31.0,data_analyst,entry,0,0
122.5,4.5,51 to 200 employees,Consulting,Business Services,$25 to $50 million (USD),Company - Private,IN,0,1,0,1,1,0,24.0,data_engineer,senior,1,0
140.0,3.9,5001 to 10000 employees,Financial Analytics & Research,Finance,$1 to $2 billion (USD),Company - Public,IL,0,1,0,0,0,1,52.0,data_scientist,senior,1,0
77.5,3.2,5001 to 10000 employees,Federal Agencies,Government,$1 to $2 billion (USD),Nonprofit Organization,VA,0,0,0,0,0,0,62.0,data_engineer,senior,0,0
26.5,3.3,1 to 50 employees,Construction,"Construction, Repair & Maintenance",Unknown,Company - Private,MA,1,0,0,0,0,1,44.0,data_engineer,mid,0,0
117.5,3.1,5001 to 10000 employees,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Company - Private,NC,0,0,0,0,0,1,145.0,data_scientist,senior,0,0
70.5,2.4,501 to 1000 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),Company - Private,CA,0,0,0,0,0,0,14.0,data_scientist,mid,0,0
61.5,4.8,51 to 200 employees,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Company - Private,CA,0,0,0,0,0,1,9.0,leadership,mid,1,1
70.0,2.9,1001 to 5000 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,Company - Private,NY,0,0,0,0,0,1,5.0,data_scientist,entry,0,0
80.0,2.9,1001 to 5000 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,Company - Private,GA,0,0,0,0,0,1,5.0,data_scientist,senior,0,0
90.0,3.4,1001 to 5000 employees,Insurance Carriers,Insurance,$100 to $500 million (USD),Company - Private,MA,0,0,0,1,0,1,32.0,data_engineer,mid,1,0
120.0,3.75,Unknown,Unknown,Unknown,Unknown,Company - Private,MA,0,0,0,0,0,1,25.0,research_scientist,mid,0,0
73.5,2.6,501 to 1000 employees,Colleges & Universities,Education,Unknown,College / University,PA,0,0,0,0,0,1,36.0,data_scientist,mid,0,0
129.5,3.6,5001 to 10000 employees,Insurance Carriers,Insurance,$10+ billion (USD),Company - Private,MA,0,1,0,1,1,1,169.0,other,mid,1,1
167.5,4.0,10000+ employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Company - Public,NY,0,0,0,0,1,1,171.0,leadership,senior,0,0
60.0,3.8,1001 to 5000 employees,Banks & Credit Unions,Finance,$1 to $2 billion (USD),Company - Public,WI,0,0,0,0,1,1,150.0,data_analyst,mid,0,0
180.0,3.9,51 to 200 employees,Financial Analytics & Research,Finance,$50 to $100 million (USD),Company - Private,CA,0,1,0,0,0,1,11.0,data_scientist,lead,1,0
65.0,3.8,1001 to 5000 employees,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),Company - Private,NY,0,0,0,0,0,1,18.0,data_analyst,mid,1,0
112.5,4.3,5001 to 10000 employees,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Company - Private,NC,0,1,0,1,1,0,30.0,data_engineer,senior,0,0
87.5,1.9,201 to 500 employees,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),Company - Private,NY,0,1,0,0,0,1,10.0,data_analyst,senior,1,0
51.5,3.3,10000+ employees,Insurance Carriers,Insurance,$10+ billion (USD),Company - Private,IN,0,1,0,0,0,1,108.0,data_engineer,mid,1,0
51.0,4.7,51 to 200 employees,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),Company - Private,CA,0,0,0,0,0,1,48.0,data_scientist,entry,0,0
62.5,3.1,10000+ employees,Banks & Credit Unions,Finance,$10+ billion (USD),Company - Private,MA,0,1,0,0,0,1,164.0,other,entry,1,0
100.0,3.4,501 to 1000 employees,Health Care Services & Hospitals,Health Care,Unknown,Company - Public,AZ,0,0,0,0,0,0,39.0,data_engineer,senior,1,0
85.0,4.4,51 to 200 employees,IT Services,Information Technology,Unknown,Company - Private,VA,0,1,0,1,1,0,16.0,data_engineer,mid,0,0
122.0,3.9,201 to 500 employees,Computer Hardware & Software,Information Technology,Unknown,Company - Private,FL,0,1,0,0,1,0,8.0,data_scientist,senior,0,0
66.5,3.9,501 to 1000 employees,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Company - Private,IL,0,1,0,0,0,0,25.0,other,mid,1,1
